scenario,stratum,model,step,log_loss,brier,auc,calibration_intercept,calibration_slope,log_loss_skill,brier_skill
threshold_180,intermediate,lightgbm,1,0.30809150055350387,0.08485491871040354,0.6019833367696144,-0.00012534851314747368,0.9079972214795657,0.006020311606577455,0.003953926146691655
threshold_180,intermediate,lightgbm,2,0.3051961173559783,0.08434933201516259,0.6244097243204232,-0.0001476853090562624,0.9626880241734583,0.015361536805213682,0.009888616208747814
threshold_180,high,logistic,0,0.2284622726393412,0.0571718903358911,0.5664833533555633,-0.0010834656539406027,1.0256882825885376,0.0,0.0
threshold_180,high,logistic,1,0.21979692173776605,0.05604031268514249,0.6642845383813821,0.00045041109571139536,1.0157528909621854,0.03792902347274907,0.019792552670560126
threshold_180,high,logistic,2,0.2176130613301015,0.05578139438336545,0.6814085257923069,-5.903359857015785e-05,1.0089245539775136,0.04748797770372648,0.024321321970575682
threshold_180,high,lightgbm,0,0.22812544704462756,0.05713056281228736,0.5672706254345267,-2.7240400894515925e-05,0.9812905011405356,0.0,0.0
threshold_180,high,lightgbm,1,0.21970769356082648,0.05599377322711326,0.6630664087505644,8.308549610248732e-05,0.9515292675561953,0.036899668988503276,0.019898098832129896
threshold_180,high,lightgbm,2,0.2165251952688482,0.055588022801835946,0.6876437864977551,0.00015802836169290018,0.9932880148870759,0.050850319094432495,0.0270002593098847
threshold_180,unknown,logistic,0,0.3877652171163974,0.11422467374656821,0.5725357495602823,0.00030668729310861023,1.0369362741464385,0.0,0.0
threshold_180,unknown,logistic,1,0.38259351720762635,0.11280630642142432,0.6061204035643524,0.00018376466629888575,1.027293147145756,0.013337193952645321,0.01241734625822477
threshold_180,unknown,logistic,2,0.3803291766455744,0.11243369259711211,0.6245657343622217,0.00023179363996374573,0.9890748027811904,0.019176656756686006,0.01567945953104466
threshold_180,unknown,lightgbm,0,0.38805100029943157,0.11429218582754841,0.5682811000770787,0.0005831364218931876,0.8853255352427967,0.0,0.0
threshold_180,unknown,lightgbm,1,0.38313824959328335,0.11283639227497927,0.603324725136281,0.0012257840729056266,0.7871266250026512,0.012660064533675741,0.01273747231298683
threshold_180,unknown,lightgbm,2,0.3779858108996423,0.11170081031386643,0.6393426401498417,0.0015129730239803875,0.8016578911658048,0.02593780042319871,0.022673251849361087
risk_grade_psa_only,all,logistic,0,0.6667709147264473,0.23696119695469955,0.558216740056452,-1.3331064102885216e-05,1.00120317363068,0.0,0.0
